week_start_date,ndvi_ne,ndvi_nw,ndvi_se,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_diur_temp_rng_c,station_max_temp_c,station_precip_mm
2012-03-11,0.0065,0.028225,0.2108714,12.06,297.81142857099996,8.0,78.5142857143,2.5714285714300003,6.72857142857,30.6,9.8
2012-03-18,-0.0854,0.0586,0.233,9.11,297.701428571,15.5,76.5314285714,2.48571428571,6.1,29.4,16.0
2012-03-25,0.2969286,-0.085,0.07594286,84.44,297.685714286,3.2,74.1528571429,2.6142857142900002,6.9,30.6,0.6
2012-04-01,0.0902,0.0212,0.11314289999999999,93.61,297.075714286,71.6,82.22428571430001,2.08571428571,6.1,30.0,134.9
2012-04-08,-0.0487,0.03106667,0.1584429,59.89,297.93142857099997,35.7,82.1228571429,2.4,6.81428571429,32.2,75.2
2012-04-15,0.0576,-0.02305,0.10943330000000001,19.2,298.638571429,8.3,78.44,2.54285714286,5.94285714286,32.2,12.4
2012-04-22,0.1528,0.2424,0.24546669999999998,26.2,298.2,49.7,79.51,2.2142857142900003,6.42857142857,33.3,84.1
2012-04-29,0.014975,-0.0036200000000000004,0.1908571,2.49,298.012857143,1.1,74.7571428571,2.55714285714,6.3571428571399995,32.8,17.5
2012-05-06,-0.0201,0.0003,0.08328333,5.79,298.964285714,16.0,81.16428571430001,2.2142857142900003,6.2,33.3,20.6
2012-05-13,0.1338667,0.1546,0.14865710000000001,46.85,298.421428571,23.92,81.6814285714,1.87142857143,5.38571428571,30.0,72.0
2012-05-20,-0.1709,-0.0351,0.09203333,45.91,299.447142857,2.5,83.3428571429,2.2571428571400003,5.65714285714,31.7,17.8
2012-05-27,0.17235,0.06846667,0.1877714,25.74,299.125714286,13.7,83.8428571429,2.54285714286,5.985714285709999,31.7,34.6
2012-06-03,-0.0268,0.02413333,0.1911286,0.64,299.47571428599997,3.8,76.7428571429,2.7857142857099997,6.37142857143,31.7,6.4
2012-06-10,0.0355,0.0118,0.2532857,6.44,300.437142857,0.1,78.6271428571,3.1571428571399998,7.2,33.9,3.6
2012-06-17,0.16515,0.0373,0.1486833,4.51,300.778571429,0.0,76.05142857140001,3.3857142857099998,7.3571428571399995,33.9,0.0
2012-06-24,0.3135571,0.0462,0.20587139999999998,31.52,300.88428571400004,1.2,77.1342857143,3.32857142857,7.27142857143,35.0,0.6
2012-07-01,0.2218857,0.01193333,0.1523,0.0,300.87,4.5,78.0614285714,3.1142857142900002,7.585714285710001,35.0,3.1
2012-07-08,-0.0059,0.0495,0.1681571,6.15,300.647142857,12.6,78.3971428571,2.6428571428599996,7.27142857143,33.9,11.0
2012-07-15,-0.00425,0.06515,0.1304714,58.48,300.288571429,21.0,80.54,2.0714285714300003,6.42857142857,32.8,52.0
2012-07-22,0.2303143,-0.04336667,0.11406,17.72,300.58,5.0,80.30571428569999,2.51428571429,5.47142857143,32.8,13.2
2012-07-29,-0.09,-0.09856667,0.15447139999999998,22.19,300.465714286,20.6,82.1842857143,2.2857142857099997,5.45714285714,32.8,49.4
2012-08-05,0.0859,0.0095,0.16885,11.16,300.801428571,16.0,78.4185714286,2.3571428571400004,5.55714285714,32.8,8.7
2012-08-12,0.2895,0.0589,0.19744289999999998,62.2,300.474285714,50.7,81.6514285714,2.05714285714,5.4,32.8,50.1
2012-08-19,0.0777,-0.01435,0.07313333,55.64,300.9,15.9,80.9828571429,2.4285714285699997,6.94285714286,33.9,69.6
2012-08-26,0.0345,0.04453333,0.09677143,28.97,300.95,7.3,79.63142857140001,2.34285714286,5.61428571429,33.3,26.9
2012-09-02,0.2705,-0.08693333,0.1975,76.41,300.325714286,57.4,80.8628571429,2.2,6.02857142857,32.2,80.2
2012-09-09,0.0011,0.0801,0.3029571,2.13,300.695714286,1.8,77.8028571429,2.45714285714,5.7,32.2,3.1
2012-09-16,0.16795,0.09135,0.2188286,1.26,301.065714286,1.3,75.0728571429,3.35714285714,6.58571428571,33.3,0.0
2012-09-23,0.2986,0.033,0.2189286,15.09,301.06857142900003,1.4,75.5814285714,2.72857142857,6.74285714286,33.3,5.6
2012-09-30,-0.0076,0.0052,0.16935,25.17,301.39428571400003,2.7,76.5385714286,2.45714285714,6.6428571428600005,33.9,5.4
2012-10-07,0.2247143,0.1445,0.24151430000000002,53.04,301.022857143,4.8,77.8914285714,2.22857142857,6.9,33.3,42.6
2012-10-14,0.0937,0.0872,0.16171670000000002,18.78,300.768571429,13.3,76.6457142857,2.54285714286,6.22857142857,32.2,17.3
2012-10-21,0.18215710000000002,0.07615,0.1523714,31.75,300.678571429,42.1,81.9,2.2142857142900003,6.3571428571399995,33.9,32.5
2012-10-28,-0.051,0.06735,0.14088570000000003,29.62,300.734285714,10.4,79.3171428571,2.2428571428599997,6.9,33.3,49.8
2012-11-04,-0.06705,-0.07655,0.14244289999999998,46.91,300.911428571,3.6,78.94142857140001,2.9,7.285714285710001,34.4,19.3
2012-11-11,0.2395429,0.4598667,0.19495,12.28,300.62142857099997,8.3,77.83428571430001,2.2142857142900003,6.02857142857,33.3,1.5
2012-11-18,-0.1022,0.07423333,0.13271670000000002,26.44,300.301428571,49.1,78.4885714286,2.48571428571,6.34285714286,32.8,3.1
2012-11-25,0.1046,0.0023,0.0062,27.82,300.22571428599997,12.0,80.3028571429,2.17142857143,5.88571428571,31.1,14.2
2012-12-02,-0.16876670000000002,-0.03216667,0.2129857,26.6,299.762857143,21.7,78.2214285714,2.45714285714,5.74285714286,31.1,46.6
2012-12-09,0.3676167,0.0163,0.1902429,3.08,299.331428571,16.2,78.3071428571,2.22857142857,5.88571428571,31.1,58.9
2012-12-16,-0.364,-0.1429,0.06725714,34.66,299.15,19.3,75.0814285714,2.2,6.3,32.2,9.8
2012-12-23,-0.1163,-0.09245,0.07767143,0.0,298.757142857,8.9,75.3257142857,2.45714285714,5.7,30.6,26.4
2013-01-01,-0.3098,-0.11205,0.1436714,31.83,298.29571428599996,15.8,80.5528571429,2.37142857143,6.58571428571,31.1,22.7
2013-01-08,0.02015,0.0661,0.11563330000000001,0.0,298.798571429,2.7,74.9528571429,2.22857142857,5.22857142857,29.4,8.7
2013-01-15,-0.2749,-0.0832,0.1235714,0.0,298.007142857,8.5,73.4928571429,1.77142857143,5.5,28.9,17.2
2013-01-22,-0.0714,-0.01942,0.20514290000000002,0.0,297.622857143,8.3,75.6685714286,2.6428571428599996,5.71428571429,28.9,6.4
2013-01-29,0.2359,0.11699999999999999,0.1545,0.0,298.155714286,7.7,78.1,2.3857142857099998,6.27142857143,30.0,6.1
2013-02-05,0.0082,0.02113333,0.18005,0.0,297.65,15.1,75.9385714286,2.67142857143,6.31428571429,29.4,26.4
2013-02-12,0.1198,0.07885,0.27037140000000004,0.0,297.914285714,7.6,73.8728571429,2.6857142857099996,6.58571428571,30.0,34.8
2013-02-19,-0.0518,-0.025025,0.20972860000000002,0.0,298.035714286,0.3,72.7942857143,2.77142857143,6.97142857143,31.1,0.3
2013-02-26,-0.006125,0.007633333000000001,0.12803330000000002,0.0,298.088571429,1.5,73.9171428571,2.87142857143,6.58571428571,30.0,4.1
2013-03-05,0.2953429,-0.0136,0.03192857,23.06,298.19142857099996,4.6,73.0371428571,3.62857142857,8.4,32.8,6.6
2013-03-12,0.008,0.054875,0.2443286,0.0,297.157142857,13.5,72.5628571429,2.12857142857,5.47142857143,30.0,17.1
2013-03-19,-0.04515,0.006225,0.10751430000000001,0.0,297.288571429,4.8,68.1814285714,3.0571428571399997,6.47142857143,29.4,4.8
2013-03-26,-0.0874,-0.01618333,0.15634289999999998,30.34,298.67,2.55,78.78,3.3142857142900004,7.94285714286,33.9,3.5
2013-04-02,-0.20325,-0.07783333,0.2041714,6.55,298.035714286,64.3,81.65,2.82857142857,6.6428571428600005,33.3,17.6
2013-04-09,-0.1176,-0.0082,0.1927,0.0,299.05714285700003,0.7,78.2857142857,3.17142857143,8.114285714289998,32.8,9.4
2013-04-16,0.08275,0.0312,0.13501429999999998,0.0,298.912857143,1.4,77.6742857143,3.04285714286,6.94285714286,31.7,22.9
2013-04-23,-0.0873,-0.04866667,0.1298143,45.47,298.067142857,19.9,79.0457142857,2.34285714286,6.74285714286,31.1,47.5
