week_start_date,ndvi_ne,ndvi_nw,ndvi_se,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_diur_temp_rng_c,station_max_temp_c,station_precip_mm,total_cases
1994-02-19,0.3633,0.24185,0.2473857,0.0,297.77428571400003,7.2,72.88571428569999,2.2857142857099997,7.15714285714,30.6,9.7,31
1994-02-26,0.2797,0.09243333,0.13775710000000002,0.0,297.455714286,11.5,74.7885714286,2.3571428571400004,8.57142857143,30.6,7.9,37
1994-03-05,0.1961,0.1446,0.17415,0.0,297.23571428599996,16.7,77.91571428569999,2.5,8.54285714286,30.6,16.2,33
1994-03-12,0.1125,0.1038,0.08821429,7.15,297.268571429,18.7,81.5185714286,2.44285714286,7.05714285714,31.1,15.8,25
1994-03-19,0.1468,-0.04815,0.19468329999999998,0.0,297.50142857099996,6.69,75.4357142857,2.5714285714300003,7.95714285714,31.1,16.8,24
1994-03-26,0.0412,0.10058330000000001,0.15281670000000003,0.0,298.01428571400004,2.9,74.6471428571,3.6571428571399998,9.91428571429,32.8,0.0,18
1994-04-02,0.0978,0.15975,0.1270429,46.62,298.281428571,6.66,75.0828571429,2.47142857143,8.34285714286,33.3,1.0,23
1994-04-09,0.10800000000000001,0.05093333,0.1369286,0.0,298.12,4.4,73.9514285714,2.4,7.77142857143,31.1,2.3,13
1994-04-16,0.16435,0.13325,0.1874286,0.0,297.537142857,37.0,79.5171428571,2.1,6.71428571429,30.0,16.7,18
1994-04-23,0.122425,0.079175,0.1528286,0.0,297.541428571,16.6,75.2471428571,2.12857142857,6.4,30.0,28.7,14
1994-04-30,0.0805,0.0251,0.09804286,0.0,298.32428571400004,4.9,74.5157142857,2.6142857142900002,7.785714285710001,31.7,13.2,17
1994-05-07,0.0652,0.08175,0.16441429999999999,68.0,298.92714285700004,14.1,80.3528571429,2.67142857143,7.7,33.3,10.5,22
1994-05-14,0.1111,0.0974,0.1165143,10.46,298.55714285700003,21.1,80.4628571429,1.9428571428599999,6.45714285714,31.7,3.3,13
1994-05-21,0.0742,0.0177,0.17224289999999998,16.5,298.474285714,28.9,83.13571428569999,1.8142857142900002,8.1,33.3,29.3,24
1994-05-28,0.1178,0.10975,0.2084714,17.52,299.94142857099996,7.9,79.5028571429,2.8857142857099998,7.07142857143,33.9,6.9,31
1994-06-04,0.1097,0.1407,0.2008429,6.59,299.597142857,16.7,77.66428571430001,2.3571428571400004,7.314285714289999,33.3,1.6,34
1994-06-11,0.08005,0.06905,0.06161429,42.53,299.327142857,21.5,80.3828571429,2.47142857143,7.62857142857,32.8,67.3,31
1994-06-18,-0.0286,0.0556,0.1592833,13.82,299.60571428599997,3.7,78.2928571429,2.4,6.77142857143,32.8,5.4,31
1994-06-25,-0.0323,0.04215,0.13874289999999997,38.34,299.5,26.51,78.7042857143,2.04285714286,6.6,32.8,23.4,38
1994-07-02,0.12526669999999998,0.11765,0.12341669999999999,12.67,299.861428571,22.9,79.0271428571,2.6428571428599996,6.75714285714,32.8,10.2,49
1994-07-09,0.12325,0.2155667,0.217,15.39,299.125714286,54.83,78.80571428569999,1.64285714286,6.82857142857,32.2,19.5,42
1994-07-16,0.1396,0.22405,0.18467139999999999,9.77,299.481428571,18.52,77.3028571429,2.12857142857,6.014285714290001,32.2,28.7,49
1994-07-23,0.0424,0.12016669999999999,0.19434289999999999,43.28,299.932857143,9.9,77.1028571429,2.34285714286,6.52857142857,32.8,9.8,55
1994-07-30,0.183,0.2658,0.1967286,2.79,299.977142857,3.3,75.4357142857,2.45714285714,7.22857142857,33.3,1.0,80
1994-08-06,0.113825,0.1311,0.1752143,26.96,299.575714286,22.9,77.7957142857,2.2142857142900003,6.985714285710001,33.3,48.5,84
1994-08-13,0.04465,-0.0402,0.05686667,30.03,299.518571429,12.5,78.58428571430001,2.3571428571400004,7.785714285710001,33.3,3.6,72
1994-08-20,0.06666667,-0.0157,0.17661670000000002,17.77,300.01,16.6,76.4371428571,2.51428571429,6.77142857143,33.3,20.4,89
1994-08-27,0.1564,0.130825,0.1920571,3.24,300.364285714,11.56,76.92,2.6428571428599996,6.7,32.8,4.3,115
1994-09-03,0.02185,0.14525,0.2137857,59.91,300.392857143,20.24,78.4828571429,2.52857142857,6.885714285710001,33.9,11.0,179
1994-09-10,0.04585,0.076225,0.2916857,19.45,300.07428571400004,28.3,79.1385714286,2.6428571428599996,6.3571428571399995,33.3,14.4,202
1994-09-17,0.058112389380530975,0.07429070796460177,0.0955,61.11,299.951428571,70.4,78.75,2.45714285714,6.9,34.4,50.8,272
1994-09-24,0.07037477876106195,0.07235641592920354,0.10340838867924529,39.22,299.885714286,50.7,79.3142857143,1.9857142857099999,6.18571428571,32.2,34.3,302
1994-10-01,0.08263716814159291,0.07042212389380531,0.11131677735849056,55.88,299.508571429,45.2,80.3728571429,2.6,6.7,33.9,31.5,395
1994-10-08,0.0948995575221239,0.06848783185840708,0.11922516603773585,0.63,300.377142857,2.8,74.1171428571,2.62857142857,6.9,34.4,8.2,426
1994-10-15,0.10716194690265486,0.06655353982300885,0.12713355471698112,16.7,299.638571429,40.8,78.2257142857,2.72857142857,7.65714285714,35.0,39.2,461
1994-10-22,0.11942433628318584,0.06461924778761062,0.1350419433962264,75.57,300.238571429,15.81,76.3485714286,3.02857142857,7.44285714286,35.0,5.4,381
1994-10-29,0.1316867256637168,0.06268495575221239,0.1429503320754717,111.52,298.81142857099996,64.85,85.4171428571,1.6571428571399998,7.27142857143,32.8,39.2,333
1994-11-05,0.1439491150442478,0.06075066371681416,0.15085872075471699,5.41,299.86714285700003,15.6,78.6857142857,2.32857142857,6.84285714286,32.2,1.9,353
1994-11-12,0.15621150442477877,0.05881637168141593,0.15876710943396227,32.26,299.297142857,36.6,80.0957142857,2.22857142857,6.92857142857,31.7,54.5,410
1994-11-19,0.16847389380530972,0.0568820796460177,0.16667549811320753,32.17,299.198571429,47.5,83.58428571430001,1.77142857143,7.314285714289999,32.8,47.5,364
1994-11-26,0.1807362831858407,0.05494778761061947,0.17458388679245282,11.16,299.422857143,23.7,83.5028571429,2.4,7.6,33.9,49.3,359
1994-12-03,0.19299867256637168,0.05301349557522124,0.1824922754716981,17.52,298.851428571,27.4,78.56,2.1,7.57142857143,31.7,35.9,288
1994-12-10,0.20526106194690263,0.05107920353982301,0.1904006641509434,45.95,297.80857142900004,106.09,85.57,1.5,6.18571428571,30.0,58.2,221
1994-12-17,0.21752345132743361,0.04914491150442478,0.19830905283018868,0.0,298.624285714,16.5,75.4557142857,2.2857142857099997,7.47142857143,31.7,7.4,149
1994-12-24,0.2297858407079646,0.04721061946902655,0.20621744150943394,0.0,298.581428571,12.2,76.91428571430001,2.72857142857,8.18571428571,31.7,12.9,112
1995-01-01,0.2438,0.045,0.2152556,71.43,298.838571429,30.4,82.8671428571,3.27142857143,8.74285714286,32.8,9.2,154
1995-01-08,0.223075,0.2193333,0.2886167,0.0,297.33,12.5,75.83857142859999,2.37142857143,7.685714285710001,31.7,40.4,91
1995-01-15,0.0518875,0.1416333,0.1755714,0.0,298.284285714,3.59,74.0471428571,2.3571428571400004,7.685714285710001,30.0,10.5,72
1995-01-22,-0.1193,-0.0359,0.2122571,37.99,296.58428571400003,32.88,79.5528571429,1.78571428571,7.114285714289999,28.9,29.0,56
1995-01-29,0.05175,0.1268,0.17722860000000001,0.0,297.592857143,6.2,78.33,3.62857142857,9.04285714286,32.8,9.9,46
1995-02-05,0.042041665,0.1449,0.21725999999999998,0.0,297.35,43.3,81.4042857143,2.15714285714,7.285714285710001,31.7,26.9,37
1995-02-12,0.03233333,0.059325,0.17488570000000003,0.0,297.85571428599997,3.6,74.6557142857,3.8,9.614285714289998,32.8,0.0,26
1995-02-19,0.0614,0.062095835,0.17531429999999998,0.0,298.221428571,10.07,77.02142857140001,2.8142857142900004,8.65714285714,32.2,2.8,17
1995-02-26,0.0935,0.06486667,0.1020143,0.0,297.508571429,29.08,76.6342857143,1.9714285714300002,7.285714285710001,31.7,29.5,17
1995-03-05,0.07355,0.06865,0.12292,0.0,297.17571428599996,50.73,79.8171428571,2.4285714285699997,8.4,30.6,51.7,20
1995-03-12,0.14535,0.079575,0.18234289999999997,0.0,297.081428571,36.42,82.0528571429,2.0714285714300003,7.05714285714,30.0,16.9,11
1995-03-19,0.0739,0.1150667,0.1452,19.43,297.11,18.6,77.02,2.05714285714,6.75714285714,31.7,16.5,7
1995-03-26,0.031,0.23165,0.20743330000000001,0.0,296.48,6.7,69.8614285714,3.3,8.41428571429,31.7,2.3,16
1995-04-02,0.19862,0.259575,0.24515,0.0,296.887142857,4.6,67.36428571430001,4.0,7.75714285714,30.0,4.1,14
1995-04-09,0.1663133333333333,0.2494,0.23278569999999998,0.0,297.66571428599997,0.0,73.4,3.6142857142900002,8.95714285714,32.8,0.0,16
1995-04-16,0.13400666666666666,0.03495,0.1719143,5.43,298.56,2.1,77.6057142857,2.82857142857,7.785714285710001,32.8,0.0,5
1995-04-23,0.1017,0.1127,0.2601571,6.44,297.83,19.6,77.3214285714,2.6142857142900002,7.3,32.8,72.0,2
1995-04-30,0.1281,0.150025,0.22054290000000001,0.0,297.511428571,2.7,71.9371428571,2.65714285714,6.65714285714,31.1,1.0,6
1995-05-07,0.13577499999999998,0.1521,0.2145429,20.96,298.788571429,4.1,76.0728571429,2.9428571428600003,9.14285714286,34.4,2.8,5
1995-05-14,0.14345,0.1115,0.19907139999999998,9.01,299.13142857099996,9.0,80.2614285714,3.0,7.3,34.4,29.7,4
1995-05-21,0.0363,0.096525,0.16643329999999998,119.62,298.995714286,17.4,80.8657142857,2.85714285714,6.27142857143,31.1,101.6,3
1995-05-28,0.0322,0.16213329999999998,0.2318286,204.62,299.45428571400004,17.3,81.4471428571,2.32857142857,7.34285714286,31.7,97.5,4
1995-06-04,0.09357499999999999,0.2412,0.10247139999999999,178.89,299.602857143,20.33,80.7271428571,1.9571428571400002,7.32857142857,33.3,9.1,16
1995-06-11,0.15495,0.0278,0.2666143,106.04,298.68857142900004,86.8,84.3457142857,1.64285714286,7.1428571428600005,31.1,35.5,8
1995-06-18,0.08955,0.0797,0.18171429999999997,20.16,299.828571429,16.57,79.1371428571,2.3142857142900004,7.47142857143,32.8,43.5,7
1995-06-25,0.22135,0.2174,0.21997139999999998,26.56,300.11571428599996,35.24,81.34,2.0,7.37142857143,33.3,10.5,10
1995-07-02,0.2319333,0.2115,0.24122860000000002,2.04,300.68,13.7,79.38,2.75714285714,6.34285714286,33.9,15.8,14
1995-07-09,0.3093,0.2909,0.2370571,41.18,301.007142857,9.22,75.0657142857,3.04285714286,7.82857142857,34.4,16.0,7
1995-07-16,0.2134,0.17265,0.24245,25.89,299.944285714,60.59,81.96,1.9571428571400002,7.6,34.4,21.4,9
1995-07-23,0.1175,0.10775,0.1555714,36.58,300.401428571,38.3,81.09,2.72857142857,7.3,33.9,30.6,11
1995-07-30,0.09035,0.1898,0.0942,101.64,299.988571429,62.31,85.08857142859999,1.6,6.57142857143,33.3,43.3,23
1995-08-06,0.0632,0.09466667,0.1584857,60.71,300.0,102.4,84.3757142857,2.08571428571,6.75714285714,33.9,30.1,17
1995-08-13,0.047,0.047,0.19918329999999998,19.79,300.262857143,40.3,80.3971428571,2.1428571428599996,6.81428571429,33.9,27.3,19
1995-08-20,0.08396667,0.0917,0.1771571,4.05,300.554285714,17.7,82.6257142857,3.3428571428600002,6.94285714286,34.4,8.7,24
1995-08-27,0.1131,0.0862,0.1374,75.11,299.952857143,96.1,83.49142857140001,2.1142857142900002,7.65714285714,33.3,66.0,17
1995-09-03,0.0326,0.07256667,0.17235999999999999,35.83,300.174285714,55.21,82.2257142857,2.22857142857,5.92857142857,32.2,12.8,28
1995-09-10,0.1071,0.1836,0.18515,20.23,301.218571429,8.6,78.1457142857,3.7,7.914285714289999,34.4,20.4,40
1995-09-17,0.0568,0.0546,0.14368570000000003,40.29,300.21,122.7,82.91142857140001,2.37142857143,7.44285714286,35.0,77.1,33
1995-09-24,0.11863330000000001,0.0846,0.1810167,121.4,300.067142857,82.5,83.3142857143,2.44285714286,6.914285714289999,35.6,71.2,31
1995-10-01,0.1068,0.08366667,0.092,36.72,300.155714286,11.6,81.8542857143,1.9,7.285714285710001,34.4,13.3,33
1995-10-08,0.2808,0.2151,0.1463429,68.18,299.781428571,74.5,83.13571428569999,2.2857142857099997,6.77142857143,32.2,45.6,29
1995-10-15,0.040825,0.0966,0.1316,45.63,299.54,53.98,84.2071428571,1.8142857142900002,6.92857142857,32.2,19.1,30
1995-10-22,0.033625,0.09466000000000001,0.09144286,55.67,299.794285714,40.8,80.66428571430001,2.02857142857,7.17142857143,33.9,39.1,36
1995-10-29,0.13411250000000002,0.1326,0.1581857,54.74,299.44142857099996,46.4,83.2142857143,2.3857142857099998,7.25714285714,32.2,53.6,48
1995-11-05,0.2346,0.07825,0.2700714,30.3,299.772857143,40.4,80.86428571430001,3.0,7.6428571428600005,33.9,13.5,40
1995-11-12,0.0174,0.02905,0.2089143,0.0,299.097142857,32.4,79.4042857143,1.9142857142900003,6.87142857143,31.7,53.6,28
1995-11-19,0.0406,0.07475,0.19625,24.86,299.622857143,9.9,77.6385714286,2.55714285714,7.185714285710001,31.1,2.8,36
1995-11-26,0.0334,0.11486669999999999,0.2400143,90.49,299.275714286,12.7,78.1414285714,2.22857142857,7.314285714289999,32.2,5.9,19
1995-12-03,0.0744,0.076375,0.2411714,20.21,299.452857143,13.69,80.6771428571,2.0714285714300003,7.54285714286,33.3,13.5,34
1995-12-10,0.1154,0.135,0.2653,0.0,299.201428571,12.8,76.3328571429,2.2571428571400003,7.65714285714,31.1,14.9,23
1995-12-17,-0.0139,0.01473333,0.1795,0.0,298.461428571,23.6,79.9857142857,1.8428571428599998,7.085714285710001,30.6,20.9,17
1995-12-24,-0.0008799999999999988,0.03596667,0.18085710000000002,0.0,298.194285714,40.3,77.6371428571,1.7,5.8571428571399995,30.0,53.9,17
1996-01-01,0.013999999999999999,0.01086667,0.09192857,6.35,297.412857143,57.0,84.13571428569999,1.6571428571399998,4.84285714286,28.3,46.5,23
1996-01-08,0.1514333,0.12623330000000002,0.1842429,15.0,298.528571429,9.32,79.3214285714,2.45714285714,7.6428571428600005,31.1,24.6,14
1996-01-15,0.0149,0.07636667,0.1466571,55.68,297.75285714299997,50.3,82.5157142857,2.0714285714300003,6.885714285710001,31.1,40.6,20
1996-01-22,0.0958,0.1381,0.2194571,60.67,297.422857143,44.85,80.4771428571,1.9428571428599999,5.8571428571399995,28.9,47.7,13
1996-01-29,0.0627,0.14753329999999998,0.2058429,0.0,296.62857142900003,28.6,75.6928571429,1.9428571428599999,6.02857142857,28.3,32.0,23
1996-02-05,0.02765,0.04075,0.1646,0.0,297.30714285700003,11.9,74.9614285714,2.15714285714,6.81428571429,29.4,10.8,20
1996-02-12,0.06895,0.13685,0.2188143,29.3,297.625714286,15.45,79.66428571430001,2.22857142857,7.44285714286,31.1,25.5,16
1996-02-19,0.072475,0.0583,0.16278570000000003,7.2,297.88285714299997,16.7,77.7828571429,2.72857142857,7.714285714289999,31.7,22.1,16
1996-02-26,0.076,0.108975,0.2699333,177.58,297.598571429,15.67,79.19857142859999,2.3,7.214285714289999,29.4,4.6,23
1996-03-04,0.056933335,0.11005,0.19266670000000002,9.96,297.292857143,3.2,73.06,2.52857142857,7.914285714289999,30.6,3.3,14
1996-03-11,0.03786667,0.0368,0.17642860000000002,0.0,297.988571429,8.6,76.4828571429,2.2142857142900003,7.2,31.1,12.7,15
1996-03-18,0.07713333,0.1118,0.18552860000000002,0.0,297.428571429,28.0,80.6471428571,2.54285714286,7.7,32.2,14.2,4
1996-03-25,0.060966665,-0.0457,0.13788570000000003,0.0,298.18857142900004,2.8,73.4257142857,2.9285714285699997,9.02857142857,32.2,0.5,5
1996-04-01,0.0448,0.024225,0.0851,0.0,297.21,28.8,79.02,2.55714285714,6.9,31.1,21.6,5
1996-04-08,0.0497,0.1488,0.1627286,49.18,298.135714286,27.9,79.77571428569999,2.52857142857,7.685714285710001,32.2,80.5,11
1996-04-15,0.08893333,0.12235,0.2162143,46.16,297.852857143,24.22,78.3114285714,2.3,6.72857142857,32.2,8.9,11
1996-04-22,0.201700015,0.1078,0.17868570000000003,0.0,298.228571429,10.9,74.1714285714,2.3857142857099998,6.4,30.0,8.2,7
1996-04-29,0.3144667,0.1974,0.2231,5.63,298.007142857,21.5,76.3942857143,1.8428571428599998,6.62857142857,30.0,25.6,4
1996-05-06,-0.0464,-0.0384,0.0964,0.0,297.71,11.1,74.7928571429,2.17142857143,6.32857142857,29.4,10.6,6
1996-05-13,-0.006249999999999999,0.07175,0.1463,21.7,297.595714286,68.2,82.84,1.7142857142899999,5.54285714286,29.4,44.8,5
1996-05-20,0.0339,0.0557,0.2153167,44.07,298.658571429,17.9,82.78,2.44285714286,6.34285714286,30.6,0.8,2
1996-05-27,0.09985,0.1066,0.14098570000000002,68.06,299.44142857099996,21.71,82.7514285714,2.8142857142900004,6.914285714289999,33.3,9.4,4
1996-06-03,0.0529,0.080075,0.17931429999999998,137.06,299.254285714,24.38,82.36857142859999,2.0714285714300003,7.02857142857,32.2,2.3,2
1996-06-10,0.0986,0.0893,0.12375,27.82,298.742857143,43.3,82.2357142857,2.02857142857,5.985714285709999,31.1,40.9,4
1996-06-17,0.07125,0.0646,0.1461,47.93,298.49,73.7,83.3228571429,1.92857142857,5.8,30.6,84.6,6
1996-06-24,0.16555,0.1205,0.1861857,15.99,299.641428571,22.5,80.9071428571,2.2428571428599997,5.92857142857,32.8,19.3,6
1996-07-01,0.111591665,0.07375,0.22178330000000002,6.01,299.581428571,23.9,80.0614285714,1.9714285714300002,6.37142857143,32.2,5.9,4
1996-07-08,0.05763333,0.07825,0.1641167,24.35,299.734285714,35.23,81.83571428569999,2.2428571428599997,6.37142857143,32.8,43.5,6
1996-07-15,0.1121,0.095425,0.1674286,97.22,299.018571429,123.2,84.3228571429,2.2428571428599997,5.62857142857,31.1,53.6,11
1996-07-22,0.0038,-0.0106,0.14715,14.89,299.714285714,15.8,79.19857142859999,2.32857142857,5.47142857143,31.1,9.9,16
1996-07-29,0.09683333,0.115,0.1986143,41.78,299.39428571400003,39.1,81.91,2.2,5.15714285714,30.0,79.3,9
1996-08-05,0.088166665,0.05435,0.1329714,34.04,299.137142857,67.71,85.01,1.7,5.34285714286,30.6,31.9,12
1996-08-12,0.0795,0.0291,0.14252,19.92,299.651428571,29.2,80.9357142857,2.6142857142900002,6.12857142857,31.7,14.3,13
1996-08-19,0.045766665,0.09555,0.3094667,110.91,298.984285714,68.7,84.3442857143,1.9714285714300002,6.62857142857,31.1,80.6,27
1996-08-26,0.01203333,0.07396667,0.2981857,15.74,299.945714286,33.7,79.2728571429,2.55714285714,6.21428571429,33.3,22.6,21
1996-09-02,0.0364,0.03065,0.1729,10.59,300.372857143,21.95,81.54,3.45714285714,5.87142857143,33.3,35.1,19
1996-09-09,0.1043,0.1068,0.1678667,63.31,299.802857143,89.24,81.9857142857,1.8,6.514285714290001,32.8,51.1,17
1996-09-16,0.07237,0.02845,0.1504286,243.55,299.482857143,151.7,85.69,1.8285714285699999,5.82857142857,31.7,305.9,24
1996-09-23,0.04044,0.00445,0.1859,59.12,300.32,19.32,82.6385714286,1.8857142857099998,6.3571428571399995,32.8,7.3,27
1996-09-30,-0.0385,0.06813333,0.16512860000000001,27.58,300.018571429,27.2,79.1771428571,2.1,5.88571428571,31.1,20.9,30
1996-10-07,-0.0066,-0.0355,0.20718330000000001,28.18,299.962857143,23.54,81.26,2.54285714286,6.24285714286,31.7,17.6,29
1996-10-14,-0.051750000000000004,0.0609,0.2202286,4.62,299.804285714,23.7,79.9571428571,2.17142857143,6.6428571428600005,31.7,8.9,25
1996-10-21,-0.0969,-0.0902,0.1490143,17.37,300.344285714,7.1,80.7342857143,2.6428571428599996,7.385714285710001,33.9,6.6,35
1996-10-28,0.00525,0.0158,0.1809429,16.06,299.25142857099996,65.2,81.13,2.08571428571,6.1,31.1,28.9,33
1996-11-04,-0.05675,-0.00865,0.1236143,51.59,299.168571429,59.22,84.1114285714,2.04285714286,6.28571428571,31.1,35.6,30
1996-11-11,-0.03006667,0.0881,0.07505714,34.32,298.245714286,219.9,83.64,1.8,6.02857142857,30.0,25.0,29
1996-11-18,-0.059077779999999996,0.039525,0.06076667,42.76,298.477142857,113.55,83.3971428571,1.6,5.6,29.4,88.3,31
1996-11-25,-0.08808889,0.10386669999999999,0.1649714,65.18,298.197142857,49.0,86.07142857139999,2.04285714286,4.58571428571,28.3,39.5,29
1996-12-02,-0.1171,-0.01016667,0.2602714,0.0,297.642857143,20.57,75.2928571429,1.9,5.05714285714,28.3,19.6,22
1996-12-09,-0.07093333333333333,0.0495,0.15591429999999998,0.0,297.827142857,3.8,73.2528571429,2.75714285714,6.57142857143,30.0,3.1,27
1996-12-16,-0.024766666666666673,0.1639,0.1702286,0.0,296.635714286,40.7,79.3728571429,1.8285714285699999,4.7,28.9,25.4,24
1996-12-23,0.0214,0.0214,0.156975,0.0,297.031428571,3.93,71.0628571429,2.48571428571,5.78571428571,27.8,4.0,26
1997-01-01,0.15263329999999997,0.1094,0.2077429,0.0,299.67714285700004,3.24,75.6785714286,2.3571428571400004,7.714285714289999,31.7,0.5,29
1997-01-08,0.003366649999999999,0.1839,0.26837140000000004,0.0,297.18857142900004,24.14,80.3,2.37142857143,5.6428571428600005,27.8,29.0,22
1997-01-15,-0.1459,0.0338,0.2233714,0.0,297.56857142900003,7.79,74.94,2.2428571428599997,6.65714285714,28.9,0.6,33
1997-01-22,0.0495,0.07316667,0.1704714,6.65,297.48571428599996,23.5,80.0928571429,3.14285714286,6.42857142857,28.9,2.0,24
1997-01-29,0.0451,0.04505,0.11075710000000001,66.05,296.741428571,81.3,82.3885714286,1.8285714285699999,4.68571428571,28.3,58.9,30
1997-02-05,0.04245,0.03413333,0.1372714,53.52,297.27,14.3,75.0757142857,2.0714285714300003,6.1,27.8,49.5,20
1997-02-12,0.0455,0.1281,0.17967139999999998,24.98,297.12,50.58,80.9471428571,1.7,5.7,27.8,25.4,17
1997-02-19,0.0297,0.07732,0.1488286,0.0,297.587142857,15.14,76.7128571429,2.05714285714,6.27142857143,28.3,22.9,24
1997-02-26,0.057499999999999996,0.04896667,0.15534,0.0,297.26428571400004,15.1,74.63142857140001,2.17142857143,5.54285714286,27.8,30.0,28
1997-03-05,0.0853,0.067683335,0.2277,0.0,297.292857143,9.5,74.2557142857,2.2142857142900003,4.985714285709999,27.8,15.5,18
1997-03-12,0.1131,0.0864,0.17007139999999998,0.0,297.138571429,14.3,75.3728571429,2.15714285714,5.78571428571,27.8,13.8,13
1997-03-19,0.1409,0.12525,0.2582143,0.0,297.078571429,17.92,76.9042857143,1.9,6.58571428571,28.9,15.2,9
1997-03-26,0.11245,0.107,0.2076143,0.0,297.721428571,7.0,74.11857142859999,3.4428571428600003,8.07142857143,31.1,1.5,14
1997-04-02,0.086325,0.12300000000000001,0.1983167,0.0,297.69285714299997,5.9,74.2057142857,2.6857142857099996,7.45714285714,29.4,2.9,11
1997-04-09,0.0602,0.069825,0.2164286,6.65,296.595714286,18.73,74.85,2.3857142857099998,5.61428571429,31.1,0.6,11
1997-04-16,0.033075,0.05155,0.2085429,0.0,297.178571429,7.5,71.55857142859999,2.7857142857099997,7.92857142857,31.7,0.8,19
1997-04-23,0.0388,0.023,0.20244289999999998,0.0,298.821428571,16.2,75.4171428571,3.8428571428600002,9.614285714289998,34.4,0.0,10
1997-04-30,-0.0035,0.007333333,0.1991,5.73,299.20428571400004,4.0,76.9528571429,3.45714285714,8.27142857143,33.9,0.5,8
1997-05-07,-0.0597,0.0331,0.16508570000000003,0.0,299.35,1.5,75.8785714286,2.7,8.42857142857,33.9,0.3,8
1997-05-14,0.1019,0.0747,0.11751669999999999,33.03,298.85,27.3,78.5371428571,2.54285714286,8.67142857143,32.8,12.6,9
1997-05-21,0.0798,0.10653330000000001,0.1590333,0.0,299.241428571,10.1,75.9828571429,2.4285714285699997,7.085714285710001,32.2,12.9,3
1997-05-28,0.0235,0.05535,0.20908569999999999,64.1,299.281428571,10.5,78.7114285714,2.67142857143,7.02857142857,31.7,30.5,7
1997-06-04,0.0557,0.08895,0.18415710000000002,118.35,298.995714286,41.7,83.4857142857,1.9714285714300002,7.07142857143,32.8,31.3,14
1997-06-11,0.1197,0.0904,0.1477167,0.0,300.00142857099996,9.9,79.7457142857,2.87142857143,7.0,32.8,0.3,4
1997-06-18,0.0108,0.05426667,0.1710429,2.43,300.36714285700003,7.8,79.36428571430001,2.91428571429,7.514285714289999,33.9,0.5,9
1997-06-25,0.0749,0.07762000000000001,0.1302143,34.69,300.044285714,23.4,80.2457142857,2.1857142857099996,6.68571428571,32.8,18.6,14
1997-07-02,0.1012,0.09026667,0.1940286,38.84,300.29571428599996,24.3,78.6385714286,2.91428571429,6.42857142857,32.2,4.1,7
1997-07-09,0.0883,0.07483333,0.13545710000000002,5.87,300.488571429,21.3,78.62,2.4285714285699997,7.54285714286,33.9,8.7,9
1997-07-16,-0.0562,0.0112,0.1573143,24.42,300.094285714,35.4,80.9171428571,2.54285714286,6.74285714286,32.8,40.9,3
1997-07-23,-0.1562,0.044725,0.16464289999999998,41.34,299.958571429,73.74,82.1328571429,1.77142857143,6.28571428571,31.7,51.2,3
1997-07-30,0.1393,0.07825,0.2511714,29.9,300.11714285700003,33.6,79.4542857143,2.74285714286,6.6,31.7,16.3,14
1997-08-06,0.0981,0.0981,0.1404571,19.57,300.294285714,28.6,81.1042857143,2.51428571429,5.94285714286,32.2,5.2,12
1997-08-13,0.008933333,0.046675,0.1411,57.65,299.84,42.79,82.3928571429,2.47142857143,6.61428571429,32.8,53.4,10
1997-08-20,0.0347916665,0.11135,0.17418570000000003,20.35,299.761428571,45.7,83.28,2.02857142857,6.514285714290001,32.2,52.3,21
1997-08-27,0.06065,0.08936667,0.18697139999999998,94.72,300.265714286,35.9,81.1428571429,2.1,6.44285714286,32.2,50.0,26
1997-09-03,0.1072,0.11596669999999999,0.2084,8.83,300.138571429,35.9,82.22,2.0714285714300003,6.58571428571,32.8,17.0,47
1997-09-10,0.03495,0.0815,0.19731429999999997,11.47,300.548571429,46.4,83.16428571430001,2.58571428571,6.12857142857,32.8,15.8,42
1997-09-17,-0.049,0.01545,0.1992286,86.14,300.682857143,36.89,81.80857142859999,2.58571428571,6.67142857143,34.4,18.1,31
1997-09-24,0.12258,0.09823333,0.1432143,13.18,300.42,39.6,78.78,2.4,6.74285714286,32.2,25.4,34
1997-10-01,0.1123,0.1054,0.20005710000000002,46.15,300.13285714299997,39.0,84.4371428571,2.12857142857,6.75714285714,32.2,31.2,33
1997-10-08,0.0019,0.095825,0.09027143,70.29,300.564285714,26.0,80.08428571430001,2.6428571428599996,7.3,33.3,44.4,52
1997-10-15,-0.01515,0.0831,0.2018667,99.33,299.478571429,182.0,83.5757142857,1.8428571428599998,6.42857142857,31.1,6.3,56
1997-10-22,0.015716666666666667,0.1966,0.3152429,80.85,299.608571429,27.34,82.2342857143,3.3428571428600002,5.88571428571,32.8,8.7,70
1997-10-29,0.04658333333333334,0.1695,0.2978143,0.78,300.38142857099996,7.27,77.5328571429,2.7,5.81428571429,32.8,0.0,112
1997-11-05,0.07745,0.14647500000000002,0.19895710000000003,2.08,300.031428571,9.5,77.3071428571,2.04285714286,6.11428571429,31.1,27.1,70
1997-11-12,0.0695,0.12345,0.1481429,18.83,299.687142857,9.0,77.1628571429,2.2428571428599997,7.4,32.8,34.6,47
1997-11-19,0.14435,-0.1026,0.2017857,50.55,299.491428571,40.5,82.7657142857,1.8,6.0,31.1,6.1,48
